Source;Process Name;#;Sentence,Class
MadeHow;Business Jet;53;The wing sections and center section are located in the jig by locators and contour boards,Relevant
MadeHow;Business Jet;54;The center section is loaded first followed by the left and right outboard wings (see Position 1 Setback 1),Relevant
MadeHow;Business Jet;55;The completed wing assembly is then mated to the fuselage section (see Position 1 Setback 0),Relevant
MadeHow;Business Jet;56;There are two different landing gear assemblies the nose and main landing gears,Relevant
MadeHow;Business Jet;57;Both use retraction systems which are electrically controlled and hydraulically actuated,Irrelevant
MadeHow;Business Jet;58;The main landing gear (MLG) is usually a trailing link type and retracts inboard into the wing,Irrelevant
MadeHow;Business Jet;59;The nose landing gear (NLG) retracts forward into the fuselage nose section and is enclosed by doors,Irrelevant
MadeHow;Business Jet;60;The landing gears are assembled away from the main assembly line and are brought to the line when needed usually when the fuselage and wings are being mated (see Position 1 Setback 0),Relevant
MadeHow;Business Jet;61;A business jet is typically powered by two turbofan jet engines located on each side of the rear fuselage in nacelle assemblies,Relevant
MadeHow;Business Jet;62;The nacelle assemblies consist of an inlet section a cowl or outer housing an exhaust nozzle section and a bleed air system which diverts hot air to the wing and nacelle leading edges for deicing,Relevant
MadeHow;Business Jet;63;Bleed air is also used for cabin heating and pressurization,Irrelevant
MadeHow;Business Jet;64;The large sheet metal panels which form the cowl are typically roll formed,Irrelevant
MadeHow;Business Jet;65;Some of the other sheet metal parts such as the nose cap on the nacelle inlet section are formed using a female die in a draw press,Irrelevant
MadeHow;Business Jet;66;Nacelle assemblies are built separately away from the line and then brought back for installation (see Position 1 Setback 0),Relevant
MadeHow;Business Jet;67;The flight control systems are usually installed last along with the ailerons flaps and rudder,Relevant
MadeHow;Business Jet;68;There are many different flight control systems which go into a modern aircraft,Relevant
MadeHow;Business Jet;69;The following is a partial list of the major systems aileron control system aileron trim system speedbrake system flap interconnect system rudder control system rudder trim control system elevator control system elevator trim control system pressurization system windshield antiice system wing antiice system oxygen system pitot static system,Relevant
MadeHow;Business Jet;70;(See Position 1 Setback 0),Irrelevant
MadeHow;Business Jet;71;Before the aircraft leaves the factory all electrical and mechanical systems undergo a functional test,Relevant
MadeHow;Business Jet;72;Examples of items checked are fuel calibration hydraulic systems gear blow down and lock warning lights and horns and avionics,Irrelevant
MadeHow;Business Jet;73;After the engines and flight control systems are installed the aircraft is ready to go out the door for engine testing and flight test,Relevant
MadeHow;Business Jet;74;The aircraft is put through numerous performance and systems tests before it is approved for delivery to the customer,Relevant
MadeHow;Business Jet;75;Before delivery the aircraft is sent to be painted after which the interior is finished,Relevant
MadeHow;Business Jet;76;(See Position 0 Setback 0),Irrelevant
MadeHow;Butter ;1;For many years the major creameries for butter manufacturing were located in the states of the Eastern seaboard but the flourishing of a more industrialized agriculture in the Midwest led to the predominance of buttermaking facilities there,Irrelevant
MadeHow;Butter ;2;The modern buttermaking process begins when fresh cows milk from dairy farms is brought into the facility,Irrelevant
MadeHow;Butter ;3;The product is inspected classified into different groups according to its adjudged quality and then filtered to remove impurities,Relevant
MadeHow;Butter ;4;Then the milk is separated by means of centrifugal force,Relevant
MadeHow;Butter ;5;It is pumped into a large cylindrical vertical rotator device,Relevant
MadeHow;Butter ;6;When turned on this rotator spins the liquid until the cream rises to the top,Relevant
MadeHow;Butter ;7;The cream is then fed into large stainless steel vats and heated to 180°F (82°C) for about 30 minutes in the pasteurization process to remove any lingering bacteria,Relevant
MadeHow;Butter ;8;The pasteurized cream is then left to cool,Relevant
MadeHow;Butter ;9;The cream is placed in a large mechanical churn usually made of aluminum,Relevant
MadeHow;Butter ;10;Some of these industrialsized churns can make 15005000 pounds (6812270 kg) of butter at a time,Irrelevant
MadeHow;Butter ;11;When the churn is activated it tumbles the cream much like the motion of a clothes dryer while a worker watches the process through a small glass window on the churn,Relevant
MadeHow;Butter ;12;After about 45 minutes small granules of butter begin to form and the butter and buttermilk are separated,Relevant
MadeHow;Butter ;13;Salt is added and the mixture is churned further,Relevant
MadeHow;Butter ;14;When this process is completed a stainless steel mobile device sometimes called a boat is placed adjacent to the opening of the mechanical churn,Relevant
MadeHow;Butter ;15;The door of the churn is opened and the butter begins to spill out into the boat activating the churn removes the rest,Relevant
MadeHow;Butter ;16;It is then wrapped into 64pound (29 kg) cartons and sent to the distributor,Relevant
MadeHow;Butter ;17;There the butter is repackaged for consumer and foodservice industry use,Relevant
MadeHow;Margarine;1;When the ingredients arrive at the margarine manufacturing facility they must first undergo a series of preparatory measures,Irrelevant
MadeHow;Margarine;2;The oil—safflower corn or soybean among other types—is treated with a caustic soda solution to remove unnecessary components known as free fatty acids,Relevant
MadeHow;Margarine;3;The oil is then washed by mixing it with hot water separating it and leaving it to dry under a vacuum,Relevant
MadeHow;Margarine;4;Next the oil is sometimes bleached with a mixture of bleaching earth and charcoal in another vacuum chamber,Relevant
MadeHow;Margarine;5;The bleaching earth and charcoal absorb any unwanted colorants and are then filtered out from the oil,Relevant
MadeHow;Margarine;6;Whatever liquid is used in the manufacturing process—milk water or a soybased substance—it too must undergo preparatory measures,Relevant
MadeHow;Margarine;7;It also undergoes pasteurization to remove impurities and if dry milk powder is used it must be checked for bacteria and other contaminants,Relevant
MadeHow;Margarine;8;The oil is then hydrogenated to ensure the correct consistency for margarine production a state referred to as plastic or semisolid,Relevant
MadeHow;Margarine;9;In this process hydrogen gas is added to the oil under pressurized conditions,Relevant
MadeHow;Margarine;10;The hydrogen particles stay with the oil helping to increase the temperature point at which it will melt and to make the oil less susceptible to contamination through oxidation,Relevant
MadeHow;Margarine;11;The continuousflow process is the most commonly used method in the manufacture of margarine,Relevant
MadeHow;Margarine;12;If milk is used as the liquid base it is joined with salt and an emulsifying agent in a chamber,Irrelevant
MadeHow;Margarine;13;The emulsifying agent ensures that the emulsification process—chemically defined as a suspension of small globules of one liquid in a second liquid—takes place,Relevant
MadeHow;Margarine;14;An emulsifier works by decreasing the surface tension between the oil globules and the liquid mixture thereby helping them form chemical bonds more easily,Relevant
MadeHow;Margarine;15;The result is a substance that is neither wholly liquid nor wholly solid but rather a combination of the two called semisolid,Relevant
MadeHow;Margarine;16;Lecithin a natural fat derived from egg yolk soybean or corn is one typical emulsification agent used in margarine manufacturing,Relevant
MadeHow;Margarine;17;In the initial step the liquid salt and lecithin are mixed together into one tank opposite another vat holding the oils and oilsoluble ingredients,Relevant
MadeHow;Margarine;18;In the continuousflow process the contents of the two vats are fed on a timed basis into a third tank typically called the emulsification chamber,Relevant
MadeHow;Margarine;19;While the blending process is taking place the equipments sensors and regulating devices keep the mixtures temperature near 100°F (38°C),Relevant
MadeHow;Margarine;20;Next the margarine mixture is sent to a device called a Votator the brand name for the most commonly used apparatus in US margarine manufacturing,Relevant
MadeHow;Margarine;21;It has been standard equipment to the industry since the 1930s,Irrelevant
MadeHow;Margarine;22;In the Votator the margarine emulsion is cooled in what is referred to as Chamber A,Irrelevant
MadeHow;Margarine;23;Chamber A is divided into a trio of tubes that successively decrease its temperature,Relevant
MadeHow;Margarine;24;Within two minutes the mixture has reached 4550°F (710°C),Relevant
